학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,중문학교명,영문학교명,주소,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장(대학원장)명,학교대표번호,학교대표팩스번호
대학원,2963,선문대학교 신학대학원,본교,특수대학원,충남,사립,고등교육법,선학학원,폐교,鲜文大学校 神学大学院,Sunmoonuniv.Graduate School Of Theology,"충청남도 아산시 탕정면 선문로221번길 70 (갈산리, 선문대학교) ","70, Sunmoon-ro 221beon-gil, Tangjeong-myeon, Asan-si, Chungcheongnam-do, Republic of Korea","70, Sunmoon-ro 221beon-gil, Tangjeong-myeon, Asan-si, Chungcheongnam-do, Republic of Korea",31460,2017-03-01,graduate.sunmoon.ac.kr,이재일,041-530-2684,041-530-2968
대학원,2964,평택대학교 통번역대학원,본교,특수대학원,경기,사립,고등교육법,피어선기념학원,기존,平泽大学 翻译大学院,Pyeongtaek University Graduate School Of Interpretation And Translation,"경기도 평택시 서동대로 3825 (용이동, 평택대학교) ","3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea","3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea",17869,2017-03-01,graduate.ptu.ac.kr/graduateindex.do,최경희,031-659-8114,031-659-8003
대학원,2965,평택대학교 문화·예술융합대학원,본교,특수대학원,경기,사립,고등교육법,피어선기념학원,폐교,平泽大学 文化・艺术综合大学院,Pyeongtaek University Graduate School Of Convergence Of Art And Culture,"경기도 평택시 서동대로 3825 (용이동, 평택대학교) ","3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea","3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea",17869,2017-03-01,,이루사,031-659-8452,031-659-8003
대학원,2966,평택대학교 물류·정보·경영대학원,본교,특수대학원,경기,사립,고등교육법,피어선기념학원,폐교,平泽大学 物流・信息・经营大学院,"Pyeongtaek University Graduate School Of Logistics, Information And Business Administration","경기도 평택시 서동대로 3825 (용이동, 평택대학교) ","3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea","3825, Seodong-daero, Pyeongtaek-si, Gyeonggi-do, Republic of Korea",17869,1999-11-19,,손세호,031-659-8452,031-659-8003
대학원,2967,창신대학교 미용예술대학원,본교,특수대학원,경남,사립,고등교육법,학교법인 우정학원,폐교,昌信大学 美容艺术研究生院,Changshin University Graduate School Of Cosmetology,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교) ","262, Paryong-ro, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea","262, Paryong-ro, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea",51352,2017-03-02,,강정묵,055-250-3152,055-250-3154
대학원,2968,창신대학교 부동산대학원,본교,특수대학원,경남,사립,고등교육법,학교법인 우정학원,폐교,昌信大学 房地产研究生院,Changshin University Graduate School Of Real Estate,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교) ","262, Paryong-ro, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea","262, Paryong-ro, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea",51352,2017-03-02,,강정묵,055-250-3152,055-250-3154
대학원,2969,창신대학교 사회복지대학원,본교,특수대학원,경남,사립,고등교육법,학교법인 우정학원,폐교,昌信大学 社会福利研究生院,Changshin University Graduate School Of Social Welfare,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학교) ","262, Paryong-ro, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea","262, Paryong-ro, Masanhoewon-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea",51352,2017-03-02,,강정묵,055-250-3105,055-250-3107
전문대학,2971,군산간호대학교,본교,전문대학,전북,사립,고등교육법,경암학원,기존,君山看护大学校,Kunsan College Of Nursing,"전라북도 군산시 동개정길 7 (개정동, 군산간호대학교) ","7, Donggaejeong-gil, Gunsan-si, Jeollabuk-do, Republic of Korea","7, Donggaejeong-gil, Gunsan-si, Jeollabuk-do, Republic of Korea",54068,1951-07-01,www.kcn.ac.kr,강상진,063-450-3803,063-450-3809
전문대학,2972,기독간호대학교,본교,전문대학,광주,사립,고등교육법,광주기독병원교육재단,기존,基督护理大学,Christian College Of Nursing,"광주광역시 남구 백서로70번길 6 (양림동, 기독간호대학) ","6, Baekseo-ro 70beon-gil, Nam-gu, Gwangju, Republic of Korea","6, Baekseo-ro 70beon-gil, Nam-gu, Gwangju, Republic of Korea",61662,1967-03-21,ccn.ac.kr,김미희,062-650-8021,062-675-5806
전문대학,2973,서울여자간호대학교,본교,전문대학,서울,사립,고등교육법,의담학회,기존,首尔女子看护大学校,Seoul Women'S College Of Nursing,"서울특별시 서대문구 간호대로 38 (홍제동, 서울여자간호대학교) ","38, Ganhodae-ro, Seodaemun-gu, Seoul, Republic of Korea","38, Ganhodae-ro, Seodaemun-gu, Seoul, Republic of Korea",3617,1954-05-28,www.snjc.ac.kr,김종수,02-2287-1771,02-395-8018
전문대학,2974,조선간호대학교,본교,전문대학,광주,사립,고등교육법,조선대학교,기존,朝鲜护理大学,Chosun Nursing College,"광주광역시 동구 필문대로 309-2 (서석동, 조선간호대학교) ","309-2, Pilmun-daero, Dong-gu, Gwangju, Republic of Korea","309-2, Pilmun-daero, Dong-gu, Gwangju, Republic of Korea",61453,1971-12-23,www.cnc.ac.kr,김상진,062-231-7000,062-231-7019
전문대학,2975,한국폴리텍 V 대학 순천캠퍼스,본교,기능대학,전남,사립,근로자직업능력개발법,한국폴리텍,기존,韩国 Polytechnics V 大学 順天校区,Suncheon Campus Of Korea Polytechnic V,"전라남도 순천시 기적의도서관1길 41 (조례동, 한국폴리텍대학순천캠퍼스) ","41, Gijeoguidoseogwan 1-gil, Suncheon-si, Jeollanam-do, Republic of Korea","41, Gijeoguidoseogwan 1-gil, Suncheon-si, Jeollanam-do, Republic of Korea",57975,1977-05-20,kopo.ac.kr/suncheon,이종관,061-721-0300,061-721-5280
대학원,2976,부경대학교 세계수산대학원,본교,특수대학원,부산,국립,고등교육법,해당없음,기존,釜庆大学校 世界水产大学院,Graduate School Of World Fisheries ,"부산광역시 남구 용소로 45 (대연동, 부경대학교대연캠퍼스) ","45, Yongso-ro, Nam-Gu. Busan, Republic of Korea","45, Yongso-ro, Nam-Gu. Busan, Republic of Korea",48513,2017-09-01,www.pknu.ac.kr,장영수/이상고,051-629-6679,051-629-6677
대학원,2977,고려대학교(세종) 문화스포츠대학원,분교,특수대학원,세종,사립,고등교육법,고려중앙학원,기존,高丽大学 世宗校区 文化体育大学院,Graduate School Of Culture and Sports,"세종특별자치시 조치원읍 세종로 2511 (서창리, 고려대학교세종캠퍼스) ","2511, Sejong-ro, Jochiwon-eup, Sejong-si, Republic of Korea","2511, Sejong-ro, Jochiwon-eup, Sejong-si, Republic of Korea",30019,2017-09-01,csg.korea.ac.kr,최종택,044-860-1203,044-860-1207
대학원,2978,한양대학교(ERICA) 융합산업대학원,분교,특수대학원,경기,사립,고등교육법,한양학원,기존,汉阳大学ERICA校区 融合产业研究生院,Graduate School Of Industrial Convergence,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교) ","55, Hanyangdaehak-ro, Sangnok-gu, Ansan-si, Gyeonggi-do, Republic of Korea","55, Hanyangdaehak-ro, Sangnok-gu, Ansan-si, Gyeonggi-do, Republic of Korea",15588,2017-09-01,www.gsic.hanyang.ac.kr,김우승,"031-400-5102,3",031-400-5109
대학원,2979,차의과학대학교 경영대학원,본교,특수대학원,경기,사립,고등교육법,성광학원,기존,车医科学大学校 管理大学院,CHA Business School : Mba,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학) ","120, Haeryong-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","120, Haeryong-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11160,2015-12-01,cbs.cha.ac.kr/,김태동,031)881-7085,031)881-7069
대학원,2980,한림대학교 글로벌협력대학원,본교,특수대학원,강원,사립,고등교육법,일송학원,기존,翰林大学 国际合作研究生院,Graduate School Of Global Cooperation Hallym University,"강원도 춘천시 한림대학길 1 (옥천동, 한림대학교) ","1, Hallymdaehak-gil, Chuncheon-si, Gangwon-do, Republic of Korea","1, Hallymdaehak-gil, Chuncheon-si, Gangwon-do, Republic of Korea",24252,2017-08-28,www.hallym.ac.kr,양기웅,033-248-1000,033-248-3333
대학원,2981,한국외국어대학교 KFL대학원,본교,특수대학원,서울,사립,고등교육법,동원육영회,기존,韩国外国语大学 KFL研究生院,Graduate School Of Kfl,"서울특별시 동대문구 이문로 107 (이문동, 한국외국어대학교) ","107, Imun-ro, Dongdaemun-gu, Seoul, Republic of Korea","107, Imun-ro, Dongdaemun-gu, Seoul, Republic of Korea",2450,2018-02-26,gskfl.hufs.ac.kr,정철자,02-2173-3982,02-2173-3969
대학원,2982,강남대학교 융복합대학원,본교,특수대학원,경기,사립,고등교육법,강남학원,기존,江南大学校 融复合大学院,Graduate School Of Convergence,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) ","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16979,2018-03-01,grd.kangnam.ac.kr,이홍직,031-280-3500,031-280-3479
대학원,2983,전주대학교 부동산대학원,본교,특수대학원,전북,사립,고등교육법,신동아학원,폐교,全州大学 不动产学院,Graduate School Of Real Estate Jeonju University,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) ","303, Cheonjam-ro, Wansan-gu, Jeonju-si, Jeollabuk-do, Republic of Korea","303, Cheonjam-ro, Wansan-gu, Jeonju-si, Jeollabuk-do, Republic of Korea",55069,2018-03-01,www.jj.ac.kr,류두현,1577-7177,063-220-2072
대학원,2984,전주대학교 경영행정대학원,본교,특수대학원,전북,사립,고등교육법,신동아학원,기존,全州大学 经营行政学院,Graduate School Of Business And Public Administration Jeonju University,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교) ","303, Cheonjam-ro, Wansan-gu, Jeonju-si, Jeollabuk-do, Republic of Korea","303, Cheonjam-ro, Wansan-gu, Jeonju-si, Jeollabuk-do, Republic of Korea",55069,2018-03-01,www.jj.ac.kr,김갑룡,1577-7177,063-220-2072
대학원,2985,용인대학교 스포츠웰니스산업대학원,본교,특수대학원,경기,사립,고등교육법,단호학원,기존,龙仁大学校 体育学院产业大学院,Graduate School Of Sports Wellness Industry,경기도 용인시 처인구 용인대학로 1 (역북동) ,"134, Yongindaehak-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea","134, Yongindaehak-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17053,1953-10-18,www.yongin.ac.kr,남덕현,031-8020-2898,031-8020-3233
대학원,2986,서울장신대학교 영성심리치유대학원,본교,특수대학원,경기,사립,고등교육법,광명학원,기존,首尔长神大学校 靈性心理治愈大学院,Graduate School Of Spiritual Psychotherapy,"경기도 광주시 경안로 145 (경안동, 서울장신대학교) ","145, Gyeongan-ro, Gwangju-si, Gyeonggi-do, Republic of Korea","145, Gyeongan-ro, Gwangju-si, Gyeonggi-do, Republic of Korea",12749,2018-03-02,www.sjs.ac.kr,조영진,031-799-9000,031-765-1232
대학원,2987,수원대학교 공공정책대학원,본교,특수대학원,경기,사립,고등교육법,고운학원,기존,水原大学校 公共政策及管理研究生院,The University of Suwon Graduate School Of Public Policy And Management,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) ","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18323,2018-03-02,www.suwon.ac.kr,오영균,031-229-8086,031-220-2311
대학원,2988,수원대학교 뷰티사이언스대학원,본교,특수대학원,경기,사립,고등교육법,고운학원,기존,水原大学校 化妆品科学与企业计划管理研究生院,The University of Suwon Graduate School Of Beauty Science,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) ","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18323,2018-03-02,www.suwon.ac.kr,이채영,031-220-2360,031-220-2311
대학원,2989,수원대학교 문화예술대학원,본교,특수대학원,경기,사립,고등교육법,고운학원,기존,水原大学校 文化与艺术研究生院,The University of Suwon Graduate School Of Culture And Arts,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) ","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18323,2018-03-02,www.suwon.ac.kr,김석범,031-229-8141,031-220-2311
대학원,2990,동의대학교 행정복지대학원,본교,특수대학원,부산,사립,고등교육법,동의학원,기존,东义大学 行政福利大学院,Graduate School Of Public Administration And Social Welfare,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교) ","176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea","176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea",47340,1984-11-27,www.deu.ac.kr,전윤숙,051-890-1176,0505-182-6923
대학원,2991,동의대학교 부동산대학원,본교,특수대학원,부산,사립,고등교육법,동의학원,기존,东义大学 不动产大学院,Graduate School Of Real Estate,"부산광역시 부산진구 엄광로 176 (가야동, 동의대학교) ","176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea","176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea",47340,2018-03-01,realestate.deu.ac.kr,강정규,051-890-4260,0505-182-6979
대학원,2992,장로회신학대학교 기독교와사회대학원,본교,특수대학원,서울,사립,고등교육법,장로회신학대학교,기존,长老会神学大学校,Graduate School Of Christianity And Society,"서울특별시 광진구 광장로5길 25-1 (광장동, 장로회신학대학교) ","25-1, Gwangjang-ro 5-gil, Gwangjin-gu, Seoul, Republic of Korea","25-1, Gwangjang-ro 5-gil, Gwangjin-gu, Seoul, Republic of Korea",4965,2018-03-01,www.puts.ac.kr,하경택,02-450-0733,02-446-3437
대학원,2993,배재대학교 정보통신대학원,본교,특수대학원,대전,사립,고등교육법,배재학당,폐교,培材大学校 信息通信大学院,"Graduate School Of Information And Communications, Pai Chai University","대전광역시 서구 배재로 155-40 (도마동, 배재대학교) ","155-40, Baejae-ro, Seo-gu, Daejeon, Republic of Korea","155-40, Baejae-ro, Seo-gu, Daejeon, Republic of Korea",35345,1997-10-25,sgraduate.pcu.ac.kr,박두영,042-520-5524,070-4850-8309
대학원,2994,경남과학기술대학교 국제식량안보대학원,본교,특수대학원,경남,국립,고등교육법,해당없음,폐교,庆南科学技术大学 国际食量安保研究生院,Graduate School Of Global Food Security,"경상남도 진주시 동진로 33 (칠암동, 경남과학기술대학교) ","33, Dongjin-ro, Jinju-si, Gyeongsangnam-do, Republic of Korea","33, Dongjin-ro, Jinju-si, Gyeongsangnam-do, Republic of Korea",52725,2018-03-01,www.gntech.ac.kr,윤재길,055-751-3114,055-752-9554
대학원,2995,홍익대학교 패션대학원,본교,특수대학원,서울,사립,고등교육법,홍익학원,기존,弘益大学校 服装设计大学院,Graduate School Of Fashion (Hongik University),"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교) ","94, Wausan-ro, Mapo-gu, Seoul, Republic of Korea","94, Wausan-ro, Mapo-gu, Seoul, Republic of Korea",4066,2018-03-01,hongikfashion.com/fashiondesign/,박홍근,02-320-1253,02-320-1251
대학원,2996,남부대학교 문화복지대학원,본교,특수대학원,광주,사립,고등교육법,우암학원,기존,南部大学校 文化福祉大学院,Graduate School Of Cultural & Welfare Nambu University,광주광역시 광산구 남부대길 1(월계동) ,"1, Nambudae-gil, Gwangsan-gu, Gwangju","1, Nambudae-gil, Gwangsan-gu, Gwangju",62271,2018-03-01,graduate.nambu.ac.kr,조성수/정경희,062-970-0072,062-970-0076
대학원,2997,대진대학교 공공정책대학원,본교,특수대학원,경기,사립,고등교육법,대진대학교,기존,大真大学校 公共政策研究生院,"Graduate School Of Public Policy, Daejin University","경기도 포천시 호국로 1007 (선단동, 대진대학교) ","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,1996-11-02,grad.daejin.ac.kr,최주영,031-539-2103,031-536-2109
대학원,2998,청주대학교 사회복지・공공정책대학원,본교,특수대학원,충북,사립,고등교육법,청석학원,기존,淸州大学校 社会福祉・公共政策大学院,Graduate School Of Social Welfare Public Policy Cheongju University,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) ","298, Daeseong-ro, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea","298, Daeseong-ro, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",28503,2017-12-28,www.cju.ac.kr,진재구,043-229-8725,043-229-8730
대학원,2999,청주대학교 예술대학원,본교,특수대학원,충북,사립,고등교육법,청석학원,기존,淸州大学校 艺术大学院,Graduate School Of Art Cheongju University,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) ","298, Daeseong-ro, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea","298, Daeseong-ro, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",28503,2017-12-28,www.cju.ac.kr,진재구,432298726,432298730
대학원,3000,광운대학교 스마트융합대학원,본교,특수대학원,서울,사립,고등교육법,광운학원,기존,光云大学 智能融合研究生院,Graduate School Of Smart Convergence Kwangwoon University,"서울특별시 노원구 광운로 20 (월계동, 광운대학교) ","20, Gwangun-ro, Nowon-gu, Seoul, Republic of Korea","20, Gwangun-ro, Nowon-gu, Seoul, Republic of Korea",1897,1980-11-08,compro.kw.ac.kr/,노진서,02-940-5098,02-940-5443
대학원,3001,청주대학교 융합신기술대학원,본교,특수대학원,충북,사립,고등교육법,청석학원,기존,淸州大学校 融合新技术大学院,Graduate School Of Fusion New Technology Cheongju University,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교) ","298, Daeseong-ro, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea","298, Daeseong-ro, Cheongwon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",28503,2017-12-28,www.cju.ac.kjr,진재구,432298725,432298730
대학원,3002,숙명여자대학교 정책대학원,본교,특수대학원,서울,사립,고등교육법,숙명학원,기존,淑明女子大学 公共政策大学院,Graduate School Of Public Policy,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) ","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea",4310,2017-12-30,gss.sookmyung.ac.kr,김진수,02-710-9929,02-710-9080
대학원,3003,숙명여자대학교 인적자원개발대학원,본교,특수대학원,서울,사립,고등교육법,숙명학원,기존,淑明女子大学 人力资源开发大学院,Graduate School Of Human Resource Development,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) ","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea",4310,2017-12-30,gss.sookmyung.ac.kr,김진수,02-710-9998,02-710-9080
대학원,3004,숙명여자대학교 심리치료대학원,본교,특수대학원,서울,사립,고등교육법,숙명학원,기존,淑明女子大学 心理治疗大学院,Graduate School Of Psychotherapy,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) ","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea",4310,2017-12-30,gss.sookmyung.ac.kr,김진수,02-710-9842,02-710-9080
대학원,3005,숙명여자대학교 문화예술대학원,본교,특수대학원,서울,사립,고등교육법,숙명학원,기존,淑明女子大学 文化艺术大学院,Graduate School Of Arts,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) ","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea",4310,2017-12-30,gss.sookmyung.ac.kr,김진수,02-2077-7878,02-710-9080
대학원,3006,숙명여자대학교 TESOL∙국제학대학원,본교,특수대학원,서울,사립,고등교육법,숙명학원,기존,淑明女子大学 TESOL∙国际学大学院,Graduate School Of Tesol And International Studies,"서울특별시 용산구 청파로47길 100 (청파동2가, 숙명여자대학교) ","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea",4310,2017-12-30,gss.sookmyung.ac.kr,김진수,02-6325-3121,02-710-9080
대학원,3007,수원대학교 인공지능대학원,본교,특수대학원,경기,사립,고등교육법,고운학원,폐교,水原大学校 人工智能研究生院,The University of Suwon Graduate School Of Artificial Intelligence,"경기도 화성시 봉담읍 와우안길 17 (와우리, 수원대학교) ","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18323,2018-03-01,,유종훈,031-229-8141,031-220-2311
대학원,3008,신한대학교 일반대학원,본교,일반대학원,경기,사립,고등교육법,학교법인 신흥학원,기존,信韩大学校 一般大学院,Shinhan Graduate School,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교) ","30, Beolmadeul-ro 40beon-gil, Dongducheon-si, Gyeonggi-do, Republic of Korea","30, Beolmadeul-ro 40beon-gil, Dongducheon-si, Gyeonggi-do, Republic of Korea",11340,2017-11-24,www.shinhan.ac.kr,임애련,031-870-3402,031-870-3409
대학원,3009,제주대학교 보건복지대학원,본교,특수대학원,제주,국립,고등교육법,해당없음,기존,济州大学 保健福祉研究生院,Graduste School Of Public Health And Welfare,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교) ","102, Jejudaehak-ro, Jeju-si, Jeju-do, Republic of Korea","102, Jejudaehak-ro, Jeju-si, Jeju-do, Republic of Korea",63243,2016-03-01,health.jejunu.ac.kr,송효정,065-754-8061,064-755-8059
대학원,3010,한세대학교 공연예술대학원,본교,특수대학원,경기,사립,고등교육법,한세대학교,폐교,韩世大学 表演艺术研究生院,Hansei University Graduate School Of Performing Art,"경기도 군포시 한세로 30 (당정동, 한세대학교) ","30, Hanse-ro, Gunpo-si, Gyeonggi-do, Republic of Korea","30, Hanse-ro, Gunpo-si, Gyeonggi-do, Republic of Korea",15852,2018-03-02,www.graduate.hansei.ac.kr,김정일(직무대행)/문재우,031-450-5189,031-450-5124
대학원,3011,한세대학교 간호복지대학원,본교,특수대학원,경기,사립,고등교육법,한세대학교,폐교,韩世大学 护理福利研究生院,Hansei University Graduate School Of Nursing &  Social Welfare,"경기도 군포시 한세로 30 (당정동, 한세대학교) ","30, Hanse-ro, Gunpo-si, Gyeonggi-do, Republic of Korea","30, Hanse-ro, Gunpo-si, Gyeonggi-do, Republic of Korea",15852,2018-03-02,www.graduate.hansei.ac.kr,김정일(직무대행)/문재우,031-450-5189,031-450-5124
대학원,3012,신한대학교 평생학습중심대학원,본교,특수대학원,경기,사립,고등교육법,학교법인 신흥학원,폐교,信韩大学校,Graduate School Of Life Learning,"경기도 동두천시 벌마들로40번길 30 (상패동, 신한대학교) ","30, Beolmadeul-ro 40beon-gil, Dongducheon-si, Gyeonggi-do, Republic of Korea","30, Beolmadeul-ro 40beon-gil, Dongducheon-si, Gyeonggi-do, Republic of Korea",11340,2018-03-01,,구효진,031-870-2900,031-870-2939
대학원,3014,대구가톨릭대학교 유스티노자유대학원,본교,특수대학원,대구,사립,고등교육법,선목학원,기존,大邱加图立大学校 犹斯定自由大学院,Justin Graduate school Of Liberal Arts Daegu Catholic University,"대구광역시 중구 명륜로12길 47 (남산동, 대구가톨릭대학교신학대학) ","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",41969,2017-09-25,dept.cu.ac.kr/user/jsfree/,최원오,053-660-5252,053-359-6140
대학원,3015,상지대학교 경영·행정·산업·법학대학원,본교,특수대학원,강원,사립,고등교육법,상지학원,폐교,尚志大学 经营·行政·产业·法学大学院,The Graduate School Of Business・Administration・Industrial・Law Sangji University,"강원도 원주시 상지대길 83 (우산동, 상지대학교) ","83, Sangjidae-gil, Wonju-si, Gangwon-do, Republic of Korea","83, Sangjidae-gil, Wonju-si, Gangwon-do, Republic of Korea",26339,1955-06-10,graduate.sangji.ac.kr/grad/index.do,이승호,033-730-0196,033-730-0684
대학원,3016,서울시립대학교 도시보건대학원,본교,특수대학원,서울,공립,고등교육법,해당없음,기존,首爾市立大學校 都市保健大學院,Graduate School Of Science In Taxation ,"서울특별시 동대문구 서울시립대로 163 (전농동, 서울시립대학교) ","163, Seoulsiripdae-ro, Dongdaemun-gu, Seoul, Republic of Korea","163, Seoulsiripdae-ro, Dongdaemun-gu, Seoul, Republic of Korea",2504,2017-12-27,www.uos.ac.kr/gsuph/main.do,최병호 ,02-6490-6751,02-6490-6754
대학원,3017,차의과학대학교 임상상담심리대학원,본교,특수대학원,경기,사립,고등교육법,성광학원,기존,车医科学大学校 临床心理咨询大学院,"Graduate School Of Clinical Counseling Psychology, CHA Univ.","경기도 포천시 해룡로 120 (동교동, 차의과학대학교) ","120, Haeryong-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","120, Haeryong-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11160,2017-10-01,psy.cha.ac.kr,최태규,031)881-7072,031)881-7069
대학원,3018,영남신학대학교 융복합목회실천신학대학원,본교,특수대학원,경북,사립,고등교육법,영남신학대학교,폐교,嶺南神学大学校 融复合牧会实践神学大学院,Youngnam Theological University & Seminary Graduate School Of Convergence Ministry And Practical Theology,"경상북도 경산시 진량읍 봉회1길 26 (봉회리, 영남신학대학교) ","26, Bonghoe 1-gil, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","26, Bonghoe 1-gil, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38451,2018-03-02,www.ytus.ac.kr,오규훈,053-850-0500,053-853-6352
전문대학,3019,한국농수산대학(일반),본교,전문대학,전북,특별법국립,한국농수산대학설치법,해당없음,기존,韩国农水产大学,Korea National College Of Agriculture And Fisheries,"전라북도 전주시 덕진구 콩쥐팥쥐로 1515 (중동, 한국농수산대학) ","1515, Kongjwipatjwi-ro, Deokjin-gu, Jeonju-si, Jeollabuk-do, Republic of Korea","1515, Kongjwipatjwi-ro, Deokjin-gu, Jeonju-si, Jeollabuk-do, Republic of Korea",54874,1997-03-20,www.af.ac.kr,조재호,063-238-9114,063-238-9719
대학원,3020,서울기독대학교 문화산업경영대학원,본교,특수대학원,서울,사립,고등교육법,환원학원,기존,首尔基督大学校 治愈相谈大学院,Seoul Christian University,"서울특별시 은평구 갈현로4길 26-2 (신사동, 서울기독대학교) ","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea",3422,1997-12-05,www.scu.ac.kr,우국희,02-380-2500,02-380-2535
